Type,Date,Season,VTeam,HTeam,Vscore,Hscore,Mar.,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,OPFGM,OPFGA,OPFG%,OP3FGM,OP3FGA,OP3FG%,OPFTM,OPFTA,OPFT%,OPOFF,OPDEF,OPREB,OPAST,OPSTL,OPBLK,OPTO,OPPF,OPPTS,H Betting Line
Playoffs,2018-05-07,(2017-18),TOR,CLE,93,128,35,41.26,87.43,0.47,11.8,32.96,0.36,17.34,21.83,0.79,9.76,34.23,43.99,24.33,7.63,6.1,13.35,21.76,111.66,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-220
Playoffs,2018-05-08,(2017-18),UTA,HOU,102,112,10,38.28,82.89,0.46,10.82,29.57,0.37,16.77,21.54,0.78,9.02,34.23,43.26,22.43,8.63,5.12,14.7,19.61,104.15,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-1100
Playoffs,2018-05-08,(2017-18),NOP,GSW,104,113,9,42.68,88.3,0.48,10.21,28.2,0.36,16.15,20.93,0.77,8.68,35.67,44.35,26.77,8,5.91,14.91,19.15,111.72,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-1000
Playoffs,2018-05-09,(2017-18),PHI,BOS,112,114,2,40.84,86.56,0.47,10.99,29.82,0.37,17.13,22.78,0.75,10.89,36.54,47.43,27.09,8.32,5.12,16.5,22.11,109.8,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,-125
Playoffs,2018-05-13,(2017-18),CLE,BOS,83,108,25,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,100
Playoffs,2018-05-14,(2017-18),GSW,HOU,119,106,-13,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-130
Playoffs,2018-05-15,(2017-18),CLE,BOS,94,107,13,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,-110
Playoffs,2018-05-16,(2017-18),GSW,HOU,105,127,22,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-130
Playoffs,2018-05-19,(2017-18),BOS,CLE,86,116,30,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-330
Playoffs,2018-05-20,(2017-18),HOU,GSW,85,126,41,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-355
Playoffs,2018-05-21,(2017-18),BOS,CLE,102,111,9,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-315
Playoffs,2018-05-22,(2017-18),HOU,GSW,95,92,-3,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-440
Playoffs,2018-05-23,(2017-18),CLE,BOS,83,96,13,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,-130
Playoffs,2018-05-24,(2017-18),GSW,HOU,94,98,4,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,-105
Playoffs,2018-05-25,(2017-18),BOS,CLE,99,109,10,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,-310
Playoffs,2018-05-26,(2017-18),HOU,GSW,86,115,29,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-1200
Playoffs,2018-05-27,(2017-18),CLE,BOS,87,79,-8,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,38.3,85.06,0.45,11.45,30.39,0.38,15.95,20.7,0.77,9.35,35.1,44.45,22.46,7.37,4.56,14.01,19.73,104.01,-160
Playoffs,2018-05-28,(2017-18),GSW,HOU,101,92,-9,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,38.71,84.22,0.46,15.32,42.32,0.36,19.62,25.13,0.78,9.01,34.45,43.46,21.55,8.52,4.78,13.84,19.48,112.35,218
Finals,2018-05-31,(2017-18),CLE,GSW,114,124,10,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-1000
Finals,2018-06-03,(2017-18),CLE,GSW,103,122,19,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,-600
Finals,2018-06-06,(2017-18),GSW,CLE,110,102,-8,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,130
Finals,2018-06-08,(2017-18),GSW,CLE,108,85,-23,42.79,85.12,0.5,11.29,28.89,0.39,16.59,20.34,0.82,8.43,35.09,43.51,29.29,8,7.46,15.45,19.59,113.46,40.38,84.76,0.48,11.96,32.15,0.37,18.13,23.27,0.78,8.46,33.67,42.13,23.37,7.1,3.8,13.73,18.57,110.87,155
Playoffs,2019-04-13,(2018-19),BRO,PHI,111,102,-9,40.26,89.73,0.45,12.77,36.16,0.35,18.96,25.46,0.74,10.98,35.6,46.57,23.83,6.57,4.13,15.07,21.5,112.28,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,-360
Playoffs,2019-04-13,(2018-19),ORL,TOR,104,101,-3,40.44,89.11,0.45,11.43,32.11,0.36,15.01,19.21,0.78,10.02,35.39,45.41,25.55,6.62,5.43,13.2,18.61,107.32,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,-500
Playoffs,2019-04-13,(2018-19),LAC,GSW,104,121,17,41.27,87.54,0.47,10.01,25.83,0.39,22.6,28.54,0.79,9.71,35.8,45.51,24.02,6.84,4.7,14.55,23.33,115.15,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,-1600
Playoffs,2019-04-13,(2018-19),SAS,DEN,101,96,-5,42.29,88.39,0.48,9.9,25.26,0.39,17.17,20.98,0.82,9.23,35.49,44.72,24.55,6.11,4.71,12.1,18.13,111.66,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,-270
Playoffs,2019-04-14,(2018-19),IND,BOS,74,84,10,41.34,87.01,0.48,9.5,25.38,0.37,15.83,21.06,0.75,9.29,33.73,43.02,25.95,8.7,4.93,13.68,19.44,108.01,42.09,90.52,0.46,12.59,34.5,0.36,15.63,19.49,0.8,9.8,34.74,44.55,26.28,8.61,5.3,12.83,20.37,112.39,-400
Playoffs,2019-04-14,(2018-19),OCT,POR,99,104,5,42.65,93.98,0.45,11.37,32.65,0.35,17.82,24.99,0.71,12.57,35.5,48.07,23.38,9.34,5.18,13.96,22.43,114.48,42.32,90.57,0.47,11.02,30.73,0.36,19,23.34,0.81,11.79,36.2,47.99,23.01,6.66,5.04,13.84,20.35,114.66,-150
Playoffs,2019-04-14,(2018-19),DET,MIL,86,121,35,38.84,88.27,0.44,12.11,34.8,0.35,17.26,23.09,0.75,11.41,33.56,44.98,22.5,6.94,4.04,13.84,22.09,107.05,43.35,91.11,0.48,13.48,38.22,0.35,17.94,23.22,0.77,9.29,40.44,49.73,26.05,7.5,5.93,13.87,19.61,118.12,-2500
Playoffs,2019-04-14,(2018-19),UTA,HOU,90,122,32,40.41,86.37,0.47,12.11,34.01,0.36,18.78,25.51,0.74,10,36.35,46.35,26.01,8.09,5.89,15.12,21.07,111.72,39.24,87.35,0.45,16.13,45.38,0.36,19.29,24.4,0.79,10.2,31.87,42.06,21.23,8.54,4.94,13.34,21.99,113.91,-260
Playoffs,2019-04-15,(2018-19),BRO,PHI,123,145,22,40.26,89.73,0.45,12.77,36.16,0.35,18.96,25.46,0.74,10.98,35.6,46.57,23.83,6.57,4.13,15.07,21.5,112.28,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,-450
Playoffs,2019-04-15,(2018-19),LAC,GSW,135,131,-4,41.27,87.54,0.47,10.01,25.83,0.39,22.6,28.54,0.79,9.71,35.8,45.51,24.02,6.84,4.7,14.55,23.33,115.15,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,-1600
Playoffs,2019-04-16,(2018-19),ORL,TOR,82,111,29,40.44,89.11,0.45,11.43,32.11,0.36,15.01,19.21,0.78,10.02,35.39,45.41,25.55,6.62,5.43,13.2,18.61,107.32,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,-800
Playoffs,2019-04-16,(2018-19),SAS,DEN,105,114,9,42.29,88.39,0.48,9.9,25.26,0.39,17.17,20.98,0.82,9.23,35.49,44.72,24.55,6.11,4.71,12.1,18.13,111.66,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,-330
Playoffs,2019-04-16,(2018-19),OCT,POR,94,114,20,42.65,93.98,0.45,11.37,32.65,0.35,17.82,24.99,0.71,12.57,35.5,48.07,23.38,9.34,5.18,13.96,22.43,114.48,42.32,90.57,0.47,11.02,30.73,0.36,19,23.34,0.81,11.79,36.2,47.99,23.01,6.66,5.04,13.84,20.35,114.66,-115
Playoffs,2019-04-17,(2018-19),IND,BOS,91,99,8,41.34,87.01,0.48,9.5,25.38,0.37,15.83,21.06,0.75,9.29,33.73,43.02,25.95,8.7,4.93,13.68,19.44,108.01,42.09,90.52,0.46,12.59,34.5,0.36,15.63,19.49,0.8,9.8,34.74,44.55,26.28,8.61,5.3,12.83,20.37,112.39,-350
Playoffs,2019-04-17,(2018-19),DET,MIL,99,120,21,38.84,88.27,0.44,12.11,34.8,0.35,17.26,23.09,0.75,11.41,33.56,44.98,22.5,6.94,4.04,13.84,22.09,107.05,43.35,91.11,0.48,13.48,38.22,0.35,17.94,23.22,0.77,9.29,40.44,49.73,26.05,7.5,5.93,13.87,19.61,118.12,-3000
Playoffs,2019-04-17,(2018-19),UTA,HOU,98,118,20,40.41,86.37,0.47,12.11,34.01,0.36,18.78,25.51,0.74,10,36.35,46.35,26.01,8.09,5.89,15.12,21.07,111.72,39.24,87.35,0.45,16.13,45.38,0.36,19.29,24.4,0.79,10.2,31.87,42.06,21.23,8.54,4.94,13.34,21.99,113.91,-300
Playoffs,2019-04-18,(2018-19),PHI,BRO,131,115,-16,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,40.26,89.73,0.45,12.77,36.16,0.35,18.96,25.46,0.74,10.98,35.6,46.57,23.83,6.57,4.13,15.07,21.5,112.28,-105
Playoffs,2019-04-18,(2018-19),DEN,SAS,108,118,10,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,42.29,88.39,0.48,9.9,25.26,0.39,17.17,20.98,0.82,9.23,35.49,44.72,24.55,6.11,4.71,12.1,18.13,111.66,-190
Playoffs,2019-04-18,(2018-19),GSW,LAC,132,105,-27,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,41.27,87.54,0.47,10.01,25.83,0.39,22.6,28.54,0.79,9.71,35.8,45.51,24.02,6.84,4.7,14.55,23.33,115.15,384
Playoffs,2019-04-19,(2018-19),TOR,ORL,98,93,-5,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,40.44,89.11,0.45,11.43,32.11,0.36,15.01,19.21,0.78,10.02,35.39,45.41,25.55,6.62,5.43,13.2,18.61,107.32,184
Playoffs,2019-04-19,(2018-19),BOS,IND,104,96,-8,42.09,90.52,0.46,12.59,34.5,0.36,15.63,19.49,0.8,9.8,34.74,44.55,26.28,8.61,5.3,12.83,20.37,112.39,41.34,87.01,0.48,9.5,25.38,0.37,15.83,21.06,0.75,9.29,33.73,43.02,25.95,8.7,4.93,13.68,19.44,108.01,-135
Playoffs,2019-04-19,(2018-19),POR,OCT,108,120,12,42.32,90.57,0.47,11.02,30.73,0.36,19,23.34,0.81,11.79,36.2,47.99,23.01,6.66,5.04,13.84,20.35,114.66,42.65,93.98,0.45,11.37,32.65,0.35,17.82,24.99,0.71,12.57,35.5,48.07,23.38,9.34,5.18,13.96,22.43,114.48,-340
Playoffs,2019-04-20,(2018-19),PHI,BRO,112,108,-4,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,40.26,89.73,0.45,12.77,36.16,0.35,18.96,25.46,0.74,10.98,35.6,46.57,23.83,6.57,4.13,15.07,21.5,112.28,133
Playoffs,2019-04-20,(2018-19),DEN,SAS,117,103,-14,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,42.29,88.39,0.48,9.9,25.26,0.39,17.17,20.98,0.82,9.23,35.49,44.72,24.55,6.11,4.71,12.1,18.13,111.66,-165
Playoffs,2019-04-20,(2018-19),MIL,DET,119,103,-16,43.35,91.11,0.48,13.48,38.22,0.35,17.94,23.22,0.77,9.29,40.44,49.73,26.05,7.5,5.93,13.87,19.61,118.12,38.84,88.27,0.44,12.11,34.8,0.35,17.26,23.09,0.75,11.41,33.56,44.98,22.5,6.94,4.04,13.84,22.09,107.05,351
Playoffs,2019-04-20,(2018-19),HOU,UTA,104,101,-3,39.24,87.35,0.45,16.13,45.38,0.36,19.29,24.4,0.79,10.2,31.87,42.06,21.23,8.54,4.94,13.34,21.99,113.91,40.41,86.37,0.47,12.11,34.01,0.36,18.78,25.51,0.74,10,36.35,46.35,26.01,8.09,5.89,15.12,21.07,111.72,-130
Playoffs,2019-04-21,(2018-19),BOS,IND,110,106,-4,42.09,90.52,0.46,12.59,34.5,0.36,15.63,19.49,0.8,9.8,34.74,44.55,26.28,8.61,5.3,12.83,20.37,112.39,41.34,87.01,0.48,9.5,25.38,0.37,15.83,21.06,0.75,9.29,33.73,43.02,25.95,8.7,4.93,13.68,19.44,108.01,140
Playoffs,2019-04-21,(2018-19),GSW,LAC,113,105,-8,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,41.27,87.54,0.47,10.01,25.83,0.39,22.6,28.54,0.79,9.71,35.8,45.51,24.02,6.84,4.7,14.55,23.33,115.15,384
Playoffs,2019-04-21,(2018-19),TOR,ORL,107,85,-22,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,40.44,89.11,0.45,11.43,32.11,0.36,15.01,19.21,0.78,10.02,35.39,45.41,25.55,6.62,5.43,13.2,18.61,107.32,192
Playoffs,2019-04-21,(2018-19),POR,OCT,111,98,-13,42.32,90.57,0.47,11.02,30.73,0.36,19,23.34,0.81,11.79,36.2,47.99,23.01,6.66,5.04,13.84,20.35,114.66,42.65,93.98,0.45,11.37,32.65,0.35,17.82,24.99,0.71,12.57,35.5,48.07,23.38,9.34,5.18,13.96,22.43,114.48,-235
Playoffs,2019-04-22,(2018-19),MIL,DET,127,104,-23,43.35,91.11,0.48,13.48,38.22,0.35,17.94,23.22,0.77,9.29,40.44,49.73,26.05,7.5,5.93,13.87,19.61,118.12,38.84,88.27,0.44,12.11,34.8,0.35,17.26,23.09,0.75,11.41,33.56,44.98,22.5,6.94,4.04,13.84,22.09,107.05,614
Playoffs,2019-04-22,(2018-19),HOU,UTA,91,107,16,39.24,87.35,0.45,16.13,45.38,0.36,19.29,24.4,0.79,10.2,31.87,42.06,21.23,8.54,4.94,13.34,21.99,113.91,40.41,86.37,0.47,12.11,34.01,0.36,18.78,25.51,0.74,10,36.35,46.35,26.01,8.09,5.89,15.12,21.07,111.72,110
Playoffs,2019-04-23,(2018-19),ORL,TOR,96,115,19,40.44,89.11,0.45,11.43,32.11,0.36,15.01,19.21,0.78,10.02,35.39,45.41,25.55,6.62,5.43,13.2,18.61,107.32,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,-777
Playoffs,2019-04-23,(2018-19),BRO,PHI,100,122,22,40.26,89.73,0.45,12.77,36.16,0.35,18.96,25.46,0.74,10.98,35.6,46.57,23.83,6.57,4.13,15.07,21.5,112.28,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,-415
Playoffs,2019-04-23,(2018-19),SAS,DEN,90,108,18,42.29,88.39,0.48,9.9,25.26,0.39,17.17,20.98,0.82,9.23,35.49,44.72,24.55,6.11,4.71,12.1,18.13,111.66,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,-232
Playoffs,2019-04-23,(2018-19),OCT,POR,115,118,3,42.65,93.98,0.45,11.37,32.65,0.35,17.82,24.99,0.71,12.57,35.5,48.07,23.38,9.34,5.18,13.96,22.43,114.48,42.32,90.57,0.47,11.02,30.73,0.36,19,23.34,0.81,11.79,36.2,47.99,23.01,6.66,5.04,13.84,20.35,114.66,-180
Playoffs,2019-04-24,(2018-19),UTA,HOU,93,100,7,40.41,86.37,0.47,12.11,34.01,0.36,18.78,25.51,0.74,10,36.35,46.35,26.01,8.09,5.89,15.12,21.07,111.72,39.24,87.35,0.45,16.13,45.38,0.36,19.29,24.4,0.79,10.2,31.87,42.06,21.23,8.54,4.94,13.34,21.99,113.91,-385
Playoffs,2019-04-24,(2018-19),LAC,GSW,129,121,-8,41.27,87.54,0.47,10.01,25.83,0.39,22.6,28.54,0.79,9.71,35.8,45.51,24.02,6.84,4.7,14.55,23.33,115.15,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,-2600
Playoffs,2019-04-25,(2018-19),DEN,SAS,103,120,17,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,42.29,88.39,0.48,9.9,25.26,0.39,17.17,20.98,0.82,9.23,35.49,44.72,24.55,6.11,4.71,12.1,18.13,111.66,-150
Playoffs,2019-04-26,(2018-19),GSW,LAC,129,110,-19,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,41.27,87.54,0.47,10.01,25.83,0.39,22.6,28.54,0.79,9.71,35.8,45.51,24.02,6.84,4.7,14.55,23.33,115.15,447
Playoffs,2019-04-27,(2018-19),PHI,TOR,95,108,13,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,-290
Playoffs,2019-04-27,(2018-19),SAS,DEN,86,90,4,42.29,88.39,0.48,9.9,25.26,0.39,17.17,20.98,0.82,9.23,35.49,44.72,24.55,6.11,4.71,12.1,18.13,111.66,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,-265
Playoffs,2019-04-28,(2018-19),BOS,MIL,112,90,-22,42.09,90.52,0.46,12.59,34.5,0.36,15.63,19.49,0.8,9.8,34.74,44.55,26.28,8.61,5.3,12.83,20.37,112.39,43.35,91.11,0.48,13.48,38.22,0.35,17.94,23.22,0.77,9.29,40.44,49.73,26.05,7.5,5.93,13.87,19.61,118.12,-410
Playoffs,2019-04-28,(2018-19),HOU,GSW,100,104,4,39.24,87.35,0.45,16.13,45.38,0.36,19.29,24.4,0.79,10.2,31.87,42.06,21.23,8.54,4.94,13.34,21.99,113.91,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,-285
Playoffs,2019-04-29,(2018-19),PHI,TOR,94,89,-5,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,-300
Playoffs,2019-04-29,(2018-19),POR,DEN,113,121,8,42.32,90.57,0.47,11.02,30.73,0.36,19,23.34,0.81,11.79,36.2,47.99,23.01,6.66,5.04,13.84,20.35,114.66,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,-189
Playoffs,2019-04-30,(2018-19),BOS,MIL,102,123,21,42.09,90.52,0.46,12.59,34.5,0.36,15.63,19.49,0.8,9.8,34.74,44.55,26.28,8.61,5.3,12.83,20.37,112.39,43.35,91.11,0.48,13.48,38.22,0.35,17.94,23.22,0.77,9.29,40.44,49.73,26.05,7.5,5.93,13.87,19.61,118.12,-345
Playoffs,2019-04-30,(2018-19),HOU,GSW,109,115,6,39.24,87.35,0.45,16.13,45.38,0.36,19.29,24.4,0.79,10.2,31.87,42.06,21.23,8.54,4.94,13.34,21.99,113.91,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,-240
Playoffs,2019-05-01,(2018-19),POR,DEN,97,90,-7,42.32,90.57,0.47,11.02,30.73,0.36,19,23.34,0.81,11.79,36.2,47.99,23.01,6.66,5.04,13.84,20.35,114.66,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,-180
Playoffs,2019-05-02,(2018-19),TOR,PHI,95,116,21,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,100
Playoffs,2019-05-03,(2018-19),MIL,BOS,123,116,-7,43.35,91.11,0.48,13.48,38.22,0.35,17.94,23.22,0.77,9.29,40.44,49.73,26.05,7.5,5.93,13.87,19.61,118.12,42.09,90.52,0.46,12.59,34.5,0.36,15.63,19.49,0.8,9.8,34.74,44.55,26.28,8.61,5.3,12.83,20.37,112.39,-138
Playoffs,2019-05-03,(2018-19),DEN,POR,137,140,3,41.94,90.05,0.47,11.01,31.35,0.35,15.78,20.9,0.75,11.85,34.54,46.39,27.38,7.73,4.43,13.44,20.05,110.67,42.32,90.57,0.47,11.02,30.73,0.36,19,23.34,0.81,11.79,36.2,47.99,23.01,6.66,5.04,13.84,20.35,114.66,-225
Playoffs,2019-05-04,(2018-19),GSW,HOU,121,126,5,44.05,89.77,0.49,13.26,34.44,0.38,16.33,20.39,0.8,9.72,36.46,46.18,29.43,7.62,6.4,14.26,21.43,117.68,39.24,87.35,0.45,16.13,45.38,0.36,19.29,24.4,0.79,10.2,31.87,42.06,21.23,8.54,4.94,13.34,21.99,113.91,-170
Playoffs,2019-05-05,(2018-19),TOR,PHI,101,96,-5,42.2,89.09,0.47,12.38,33.79,0.37,17.67,21.99,0.8,9.59,35.61,45.2,25.43,8.29,5.33,14.02,21.02,114.44,41.55,88.21,0.47,10.84,30.17,0.36,21.24,27.54,0.77,10.88,36.89,47.77,26.91,7.39,5.27,14.91,21.28,115.18,-140
