Type,Date,Season,VTeam,HTeam,Vscore,Hscore,Mar.,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,OPFGM,OPFGA,OPFG%,OP3FGM,OP3FGA,OP3FG%,OPFTM,OPFTA,OPFT%,OPOFF,OPDEF,OPREB,OPAST,OPSTL,OPBLK,OPTO,OPPF,OPPTS,H Betting Line
Playoffs,2008-05-14,(2007-08),UTA,LAL,104,111,7,39.99,80.39,0.5,4.96,13.35,0.37,21.28,28.02,0.76,11.49,29.39,40.88,26.4,8.74,4.33,14.63,24.02,106.22,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,-450
Playoffs,2008-05-15,(2007-08),NOH,SAS,80,99,19,38.59,82.88,0.47,7.68,19.77,0.39,16,20.82,0.77,11.43,30.41,41.84,21.77,7.77,3.91,11.88,18.67,100.85,35.83,78.34,0.46,7.24,19.63,0.37,16.46,21.63,0.76,9.4,31.85,41.26,20.95,6.35,4.11,12.62,18.74,95.37,-300
Playoffs,2008-05-16,(2007-08),BOS,CLE,69,74,5,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,35.82,81.67,0.44,6.73,18.83,0.36,18.01,25.13,0.72,13.32,31.26,44.57,20,7.06,5.21,13.96,20.88,96.38,-145
Playoffs,2008-05-16,(2007-08),LAL,UTA,108,105,-3,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,39.99,80.39,0.5,4.96,13.35,0.37,21.28,28.02,0.76,11.49,29.39,40.88,26.4,8.74,4.33,14.63,24.02,106.22,-175
Playoffs,2008-05-18,(2007-08),CLE,BOS,92,97,5,35.82,81.67,0.44,6.73,18.83,0.36,18.01,25.13,0.72,13.32,31.26,44.57,20,7.06,5.21,13.96,20.88,96.38,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,-430
Playoffs,2008-05-19,(2007-08),SAS,NOH,91,82,-9,35.83,78.34,0.46,7.24,19.63,0.37,16.46,21.63,0.76,9.4,31.85,41.26,20.95,6.35,4.11,12.62,18.74,95.37,38.59,82.88,0.47,7.68,19.77,0.39,16,20.82,0.77,11.43,30.41,41.84,21.77,7.77,3.91,11.88,18.67,100.85,-190
Playoffs,2008-05-20,(2007-08),DET,BOS,79,88,9,36.57,79.89,0.46,5.94,16.22,0.37,18.38,23.96,0.77,11.88,29.55,41.43,22.33,7.11,5.76,11.66,20.59,97.46,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,-200
Playoffs,2008-05-21,(2007-08),SAS,LAL,85,89,4,35.83,78.34,0.46,7.24,19.63,0.37,16.46,21.63,0.76,9.4,31.85,41.26,20.95,6.35,4.11,12.62,18.74,95.37,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,-350
Playoffs,2008-05-22,(2007-08),DET,BOS,103,97,-6,36.57,79.89,0.46,5.94,16.22,0.37,18.38,23.96,0.77,11.88,29.55,41.43,22.33,7.11,5.76,11.66,20.59,97.46,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,-210
Playoffs,2008-05-23,(2007-08),SAS,LAL,71,101,30,35.83,78.34,0.46,7.24,19.63,0.37,16.46,21.63,0.76,9.4,31.85,41.26,20.95,6.35,4.11,12.62,18.74,95.37,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,-280
Playoffs,2008-05-24,(2007-08),BOS,DET,94,80,-14,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,36.57,79.89,0.46,5.94,16.22,0.37,18.38,23.96,0.77,11.88,29.55,41.43,22.33,7.11,5.76,11.66,20.59,97.46,-220
Playoffs,2008-05-25,(2007-08),LAL,SAS,84,103,19,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,35.83,78.34,0.46,7.24,19.63,0.37,16.46,21.63,0.76,9.4,31.85,41.26,20.95,6.35,4.11,12.62,18.74,95.37,-260
Playoffs,2008-05-26,(2007-08),BOS,DET,75,94,19,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,36.57,79.89,0.46,5.94,16.22,0.37,18.38,23.96,0.77,11.88,29.55,41.43,22.33,7.11,5.76,11.66,20.59,97.46,-250
Playoffs,2008-05-27,(2007-08),LAL,SAS,93,91,-2,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,35.83,78.34,0.46,7.24,19.63,0.37,16.46,21.63,0.76,9.4,31.85,41.26,20.95,6.35,4.11,12.62,18.74,95.37,-160
Playoffs,2008-05-28,(2007-08),DET,BOS,102,106,4,36.57,79.89,0.46,5.94,16.22,0.37,18.38,23.96,0.77,11.88,29.55,41.43,22.33,7.11,5.76,11.66,20.59,97.46,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,-300
Playoffs,2008-05-29,(2007-08),SAS,LAL,92,100,8,35.83,78.34,0.46,7.24,19.63,0.37,16.46,21.63,0.76,9.4,31.85,41.26,20.95,6.35,4.11,12.62,18.74,95.37,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,-420
Playoffs,2008-05-30,(2007-08),BOS,DET,89,81,-8,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,36.57,79.89,0.46,5.94,16.22,0.37,18.38,23.96,0.77,11.88,29.55,41.43,22.33,7.11,5.76,11.66,20.59,97.46,-220
Finals,2008-06-05,(2007-08),LAL,BOS,88,98,10,39.61,85.13,0.47,6.67,18.49,0.36,19.6,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,-160
Finals,2008-06-08,(2007-08),LAL,BOS,102,108,6,39.61,85.13,0.47,6.67,18.49,0.36,19.6,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,108
Finals,2008-06-10,(2007-08),BOS,LAL,81,87,6,36.41,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,-550
Finals,2008-06-12,(2007-08),BOS,LAL,97,91,-6,36.41,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,-355
Finals,2008-06-15,(2007-08),BOS,LAL,98,103,5,36.41,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,39.61,83.15,0.48,8.07,21.35,0.38,21.29,27.68,0.77,10.95,33.2,44.15,24.43,7.98,5.34,14.1,20.62,108.59,-305
Finals,2008-06-17,(2007-08),LAL,BOS,92,131,39,39.61,85.13,0.47,6.67,18.49,0.36,19.6,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,36.41,76.66,0.48,7.27,19.07,0.38,20.45,26.54,0.77,10.12,31.89,42.01,22.35,8.49,4.62,15.2,22.73,100.55,-200
Playoffs,2009-04-18,(2008-09),CHI,BOS,105,103,-2,38.12,83.49,0.46,6.01,15.77,0.38,25.02,25.02,0.8,11.83,30.26,42.09,21.12,7.5,5.52,14.54,20.84,102.17,37.5,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,-470
Playoffs,2009-04-18,(2008-09),DET,CLE,84,102,18,36.35,79.99,0.45,4.6,13.16,0.35,22.55,22.55,0.75,11.57,29.85,41.43,20.6,6.01,4.6,11.87,20.88,94.23,36.85,78.71,0.47,8,20.37,0.39,18.57,24.54,0.76,10.8,31.39,42.2,20.28,7.23,5.3,12.74,20.28,100.28,-1000
Playoffs,2009-04-18,(2008-09),DAL,SAS,105,97,-8,38.15,82.56,0.46,6.96,19.9,0.35,22.59,22.59,0.82,11.09,31.65,42.73,21.7,7.21,5.23,12.72,19.51,101.74,37.1,79.68,0.47,7.62,19.76,0.39,15.23,20.01,0.76,8.88,32.17,41.05,21.17,5.78,4.01,11.74,18.85,97.05,-190
Playoffs,2009-04-18,(2008-09),HOU,POR,108,81,-27,36.09,79.59,0.45,7.57,20.2,0.38,23.21,23.21,0.8,10.51,32.46,42.98,20.27,6.68,4.33,14.12,18.94,98.41,36.8,79.2,0.46,7.27,18.96,0.38,18.55,24.24,0.77,12.93,28.78,41.71,20.33,6.71,4.9,12.87,20.38,99.43,-225
Playoffs,2009-04-19,(2008-09),UTA,LAL,100,113,13,38.33,80.77,0.47,4.78,13.68,0.35,28.68,28.68,0.77,11.46,29.55,41.01,24.68,8.77,4.56,14.76,22.32,103.56,40.33,85.13,0.47,6.67,18.49,0.36,19.6,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,-1050
Playoffs,2009-04-19,(2008-09),PHI,ORL,100,98,-2,36.55,79.66,0.46,4.16,13.07,0.32,27.02,27.02,0.75,12.67,28.49,41.16,20.09,8.02,5.06,14.11,20.12,97.4,35.72,78.24,0.46,9.96,26.18,0.38,19.65,27.48,0.72,9.99,33.27,43.26,19.43,6.95,5.35,13.93,20.29,101.05,-575
Playoffs,2009-04-19,(2008-09),MIA,ATL,64,90,26,37,81.05,0.46,7.1,19.89,0.36,22.82,22.82,0.75,10.1,29.4,39.5,20.38,7.94,5.5,12.51,20.68,98.3,36.05,78.67,0.46,7.28,19.91,0.37,18.74,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,-210
Playoffs,2009-04-19,(2008-09),NOH,DEN,84,113,29,35.5,77.63,0.46,6.78,18.61,0.36,22.35,22.35,0.81,9.78,29.91,39.7,19.62,7.23,4.12,12.55,20.3,95.82,37.29,79.39,0.47,6.68,18.01,0.37,23.06,30.33,0.76,11.04,30.57,41.61,22.2,8.66,6,15.33,22.85,104.33,-275
Playoffs,2009-04-20,(2008-09),CHI,BOS,115,118,3,38.12,83.49,0.46,6.01,15.77,0.38,25.02,25.02,0.8,11.83,30.26,42.09,21.12,7.5,5.52,14.54,20.84,102.17,37.5,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,-500
Playoffs,2009-04-20,(2008-09),DAL,SAS,84,105,21,38.15,82.56,0.46,6.96,19.9,0.35,22.59,22.59,0.82,11.09,31.65,42.73,21.7,7.21,5.23,12.72,19.51,101.74,37.1,79.68,0.47,7.62,19.76,0.39,15.23,20.01,0.76,8.88,32.17,41.05,21.17,5.78,4.01,11.74,18.85,97.05,-270
Playoffs,2009-04-21,(2008-09),DET,CLE,82,94,12,36.35,79.99,0.45,4.6,13.16,0.35,22.55,22.55,0.75,11.57,29.85,41.43,20.6,6.01,4.6,11.87,20.88,94.23,36.85,78.71,0.47,8,20.37,0.39,18.57,24.54,0.76,10.8,31.39,42.2,20.28,7.23,5.3,12.74,20.28,100.28,-1100
Playoffs,2009-04-21,(2008-09),HOU,POR,103,107,4,36.09,79.59,0.45,7.57,20.2,0.38,23.21,23.21,0.8,10.51,32.46,42.98,20.27,6.68,4.33,14.12,18.94,98.41,36.8,79.2,0.46,7.27,18.96,0.38,18.55,24.24,0.77,12.93,28.78,41.71,20.33,6.71,4.9,12.87,20.38,99.43,-250
Playoffs,2009-04-21,(2008-09),UTA,LAL,109,119,10,38.33,80.77,0.47,4.78,13.68,0.35,28.68,28.68,0.77,11.46,29.55,41.01,24.68,8.77,4.56,14.76,22.32,103.56,40.33,85.13,0.47,6.67,18.49,0.36,19.6,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,-800
Playoffs,2009-04-22,(2008-09),PHI,ORL,87,96,9,36.55,79.66,0.46,4.16,13.07,0.32,27.02,27.02,0.75,12.67,28.49,41.16,20.09,8.02,5.06,14.11,20.12,97.4,35.72,78.24,0.46,9.96,26.18,0.38,19.65,27.48,0.72,9.99,33.27,43.26,19.43,6.95,5.35,13.93,20.29,101.05,-800
Playoffs,2009-04-22,(2008-09),MIA,ATL,108,93,-15,37,81.05,0.46,7.1,19.89,0.36,22.82,22.82,0.75,10.1,29.4,39.5,20.38,7.94,5.5,12.51,20.68,98.3,36.05,78.67,0.46,7.28,19.91,0.37,18.74,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,-235
Playoffs,2009-04-22,(2008-09),NOH,DEN,93,108,15,35.5,77.63,0.46,6.78,18.61,0.36,22.35,22.35,0.81,9.78,29.91,39.7,19.62,7.23,4.12,12.55,20.3,95.82,37.29,79.39,0.47,6.68,18.01,0.37,23.06,30.33,0.76,11.04,30.57,41.61,22.2,8.66,6,15.33,22.85,104.33,-275
Playoffs,2009-04-23,(2008-09),BOS,CHI,107,86,-21,37.5,77.23,0.49,6.56,16.52,0.4,25.3,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,38.12,83.49,0.46,6.01,15.77,0.38,19.91,25.02,0.8,11.83,30.26,42.09,21.12,7.5,5.52,14.54,20.84,102.17,-170
Playoffs,2009-04-23,(2008-09),SAS,DAL,67,88,21,37.1,79.68,0.47,7.62,19.76,0.39,20.01,20.01,0.76,8.88,32.17,41.05,21.17,5.78,4.01,11.74,18.85,97.05,38.15,82.56,0.46,6.96,19.9,0.35,18.49,22.59,0.82,11.09,31.65,42.73,21.7,7.21,5.23,12.72,19.51,101.74,-210
Playoffs,2009-04-23,(2008-09),LAL,UTA,86,88,2,40.33,85.13,0.47,6.67,18.49,0.36,25.45,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,38.33,80.77,0.47,4.78,13.68,0.35,22.12,28.68,0.77,11.46,29.55,41.01,24.68,8.77,4.56,14.76,22.32,103.56,120
Playoffs,2009-04-24,(2008-09),CLE,DET,79,68,-11,36.85,78.71,0.47,8,20.37,0.39,24.54,24.54,0.76,10.8,31.39,42.2,20.28,7.23,5.3,12.74,20.28,100.28,36.35,79.99,0.45,4.6,13.16,0.35,16.93,22.55,0.75,11.57,29.85,41.43,20.6,6.01,4.6,11.87,20.88,94.23,210
Playoffs,2009-04-24,(2008-09),ORL,PHI,94,96,2,35.72,78.24,0.46,9.96,26.18,0.38,27.48,27.48,0.72,9.99,33.27,43.26,19.43,6.95,5.35,13.93,20.29,101.05,36.55,79.66,0.46,4.16,13.07,0.32,20.15,27.02,0.75,12.67,28.49,41.16,20.09,8.02,5.06,14.11,20.12,97.4,150
Playoffs,2009-04-24,(2008-09),POR,HOU,83,86,3,36.8,79.2,0.46,7.27,18.96,0.38,24.24,24.24,0.77,12.93,28.78,41.71,20.33,6.71,4.9,12.87,20.38,99.43,36.09,79.59,0.45,7.57,20.2,0.38,18.67,23.21,0.8,10.51,32.46,42.98,20.27,6.68,4.33,14.12,18.94,98.41,-300
Playoffs,2009-04-25,(2008-09),DEN,NOH,93,95,2,37.29,79.39,0.47,6.68,18.01,0.37,30.33,30.33,0.76,11.04,30.57,41.61,22.2,8.66,6,15.33,22.85,104.33,35.5,77.63,0.46,6.78,18.61,0.36,18.04,22.35,0.81,9.78,29.91,39.7,19.62,7.23,4.12,12.55,20.3,95.82,-190
Playoffs,2009-04-25,(2008-09),SAS,DAL,90,99,9,37.1,79.68,0.47,7.62,19.76,0.39,20.01,20.01,0.76,8.88,32.17,41.05,21.17,5.78,4.01,11.74,18.85,97.05,38.15,82.56,0.46,6.96,19.9,0.35,18.49,22.59,0.82,11.09,31.65,42.73,21.7,7.21,5.23,12.72,19.51,101.74,-200
Playoffs,2009-04-25,(2008-09),ATL,MIA,78,107,29,36.05,78.67,0.46,7.28,19.91,0.37,25.43,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,37,81.05,0.46,7.1,19.89,0.36,17.21,22.82,0.75,10.1,29.4,39.5,20.38,7.94,5.5,12.51,20.68,98.3,-190
Playoffs,2009-04-25,(2008-09),LAL,UTA,108,94,-14,40.33,85.13,0.47,6.67,18.49,0.36,25.45,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,38.33,80.77,0.47,4.78,13.68,0.35,22.12,28.68,0.77,11.46,29.55,41.01,24.68,8.77,4.56,14.76,22.32,103.56,190
Playoffs,2009-04-26,(2008-09),BOS,CHI,118,121,3,37.5,77.23,0.49,6.56,16.52,0.4,25.3,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,38.12,83.49,0.46,6.01,15.77,0.38,19.91,25.02,0.8,11.83,30.26,42.09,21.12,7.5,5.52,14.54,20.84,102.17,-155
Playoffs,2009-04-26,(2008-09),CLE,DET,99,78,-21,36.85,78.71,0.47,8,20.37,0.39,24.54,24.54,0.76,10.8,31.39,42.2,20.28,7.23,5.3,12.74,20.28,100.28,36.35,79.99,0.45,4.6,13.16,0.35,16.93,22.55,0.75,11.57,29.85,41.43,20.6,6.01,4.6,11.87,20.88,94.23,370
Playoffs,2009-04-26,(2008-09),ORL,PHI,84,81,-3,35.72,78.24,0.46,9.96,26.18,0.38,27.48,27.48,0.72,9.99,33.27,43.26,19.43,6.95,5.35,13.93,20.29,101.05,36.55,79.66,0.46,4.16,13.07,0.32,20.15,27.02,0.75,12.67,28.49,41.16,20.09,8.02,5.06,14.11,20.12,97.4,175
Playoffs,2009-04-26,(2008-09),POR,HOU,88,89,1,36.8,79.2,0.46,7.27,18.96,0.38,24.24,24.24,0.77,12.93,28.78,41.71,20.33,6.71,4.9,12.87,20.38,99.43,36.09,79.59,0.45,7.57,20.2,0.38,18.67,23.21,0.8,10.51,32.46,42.98,20.27,6.68,4.33,14.12,18.94,98.41,-230
Playoffs,2009-04-27,(2008-09),ATL,MIA,81,71,-10,36.05,78.67,0.46,7.28,19.91,0.37,25.43,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,37,81.05,0.46,7.1,19.89,0.36,17.21,22.82,0.75,10.1,29.4,39.5,20.38,7.94,5.5,12.51,20.68,98.3,-210
Playoffs,2009-04-27,(2008-09),DEN,NOH,121,63,-58,37.29,79.39,0.47,6.68,18.01,0.37,30.33,30.33,0.76,11.04,30.57,41.61,22.2,8.66,6,15.33,22.85,104.33,35.5,77.63,0.46,6.78,18.61,0.36,18.04,22.35,0.81,9.78,29.91,39.7,19.62,7.23,4.12,12.55,20.3,95.82,-123
Playoffs,2009-04-27,(2008-09),UTA,LAL,96,107,11,38.33,80.77,0.47,4.78,13.68,0.35,28.68,28.68,0.77,11.46,29.55,41.01,24.68,8.77,4.56,14.76,22.32,103.56,40.33,85.13,0.47,6.67,18.49,0.36,19.6,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,-1200
Playoffs,2009-04-28,(2008-09),CHI,BOS,104,106,2,38.12,83.49,0.46,6.01,15.77,0.38,25.02,25.02,0.8,11.83,30.26,42.09,21.12,7.5,5.52,14.54,20.84,102.17,37.5,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,-375
Playoffs,2009-04-28,(2008-09),PHI,ORL,78,91,13,36.55,79.66,0.46,4.16,13.07,0.32,27.02,27.02,0.75,12.67,28.49,41.16,20.09,8.02,5.06,14.11,20.12,97.4,35.72,78.24,0.46,9.96,26.18,0.38,19.65,27.48,0.72,9.99,33.27,43.26,19.43,6.95,5.35,13.93,20.29,101.05,-485
Playoffs,2009-04-28,(2008-09),DAL,SAS,106,93,-13,38.15,82.56,0.46,6.96,19.9,0.35,22.59,22.59,0.82,11.09,31.65,42.73,21.7,7.21,5.23,12.72,19.51,101.74,37.1,79.68,0.47,7.62,19.76,0.39,15.23,20.01,0.76,8.88,32.17,41.05,21.17,5.78,4.01,11.74,18.85,97.05,-215
Playoffs,2009-04-28,(2008-09),HOU,POR,77,88,11,36.09,79.59,0.45,7.57,20.2,0.38,23.21,23.21,0.8,10.51,32.46,42.98,20.27,6.68,4.33,14.12,18.94,98.41,36.8,79.2,0.46,7.27,18.96,0.38,18.55,24.24,0.77,12.93,28.78,41.71,20.33,6.71,4.9,12.87,20.38,99.43,-250
Playoffs,2009-04-29,(2008-09),MIA,ATL,91,106,15,37,81.05,0.46,7.1,19.89,0.36,22.82,22.82,0.75,10.1,29.4,39.5,20.38,7.94,5.5,12.51,20.68,98.3,36.05,78.67,0.46,7.28,19.91,0.37,18.74,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,-280
Playoffs,2009-04-29,(2008-09),NOH,DEN,86,107,21,35.5,77.63,0.46,6.78,18.61,0.36,22.35,22.35,0.81,9.78,29.91,39.7,19.62,7.23,4.12,12.55,20.3,95.82,37.29,79.39,0.47,6.68,18.01,0.37,23.06,30.33,0.76,11.04,30.57,41.61,22.2,8.66,6,15.33,22.85,104.33,-800
Playoffs,2009-04-30,(2008-09),BOS,CHI,127,128,1,37.5,77.23,0.49,6.56,16.52,0.4,25.3,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,38.12,83.49,0.46,6.01,15.77,0.38,19.91,25.02,0.8,11.83,30.26,42.09,21.12,7.5,5.52,14.54,20.84,102.17,-155
Playoffs,2009-04-30,(2008-09),ORL,PHI,114,89,-25,35.72,78.24,0.46,9.96,26.18,0.38,27.48,27.48,0.72,9.99,33.27,43.26,19.43,6.95,5.35,13.93,20.29,101.05,36.55,79.66,0.46,4.16,13.07,0.32,20.15,27.02,0.75,12.67,28.49,41.16,20.09,8.02,5.06,14.11,20.12,97.4,-265
Playoffs,2009-04-30,(2008-09),POR,HOU,76,92,16,36.8,79.2,0.46,7.27,18.96,0.38,24.24,24.24,0.77,12.93,28.78,41.71,20.33,6.71,4.9,12.87,20.38,99.43,36.09,79.59,0.45,7.57,20.2,0.38,18.67,23.21,0.8,10.51,32.46,42.98,20.27,6.68,4.33,14.12,18.94,98.41,-235
Playoffs,2009-05-01,(2008-09),ATL,MIA,72,98,26,36.05,78.67,0.46,7.28,19.91,0.37,25.43,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,37,81.05,0.46,7.1,19.89,0.36,17.21,22.82,0.75,10.1,29.4,39.5,20.38,7.94,5.5,12.51,20.68,98.3,-200
Playoffs,2009-05-02,(2008-09),CHI,BOS,99,109,10,38.12,83.49,0.46,6.01,15.77,0.38,25.02,25.02,0.8,11.83,30.26,42.09,21.12,7.5,5.52,14.54,20.84,102.17,37.5,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,-260
Playoffs,2009-05-03,(2008-09),MIA,ATL,78,91,13,37,81.05,0.46,7.1,19.89,0.36,22.82,22.82,0.75,10.1,29.4,39.5,20.38,7.94,5.5,12.51,20.68,98.3,36.05,78.67,0.46,7.28,19.91,0.37,18.74,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,-260
Playoffs,2009-05-03,(2008-09),DAL,DEN,95,109,14,38.15,82.56,0.46,6.96,19.9,0.35,22.59,22.59,0.82,11.09,31.65,42.73,21.7,7.21,5.23,12.72,19.51,101.74,37.29,79.39,0.47,6.68,18.01,0.37,23.06,30.33,0.76,11.04,30.57,41.61,22.2,8.66,6,15.33,22.85,104.33,-330
Playoffs,2009-05-04,(2008-09),ORL,BOS,95,90,-5,35.72,78.24,0.46,9.96,26.18,0.38,27.48,27.48,0.72,9.99,33.27,43.26,19.43,6.95,5.35,13.93,20.29,101.05,37.5,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,-125
Playoffs,2009-05-04,(2008-09),HOU,LAL,100,92,-8,36.09,79.59,0.45,7.57,20.2,0.38,23.21,23.21,0.8,10.51,32.46,42.98,20.27,6.68,4.33,14.12,18.94,98.41,40.33,85.13,0.47,6.67,18.49,0.36,19.6,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,-600
Playoffs,2009-05-05,(2008-09),ATL,CLE,72,99,27,36.05,78.67,0.46,7.28,19.91,0.37,25.43,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,36.85,78.71,0.47,8,20.37,0.39,18.57,24.54,0.76,10.8,31.39,42.2,20.28,7.23,5.3,12.74,20.28,100.28,-1300
Playoffs,2009-05-05,(2008-09),DAL,DEN,105,117,12,38.15,82.56,0.46,6.96,19.9,0.35,22.59,22.59,0.82,11.09,31.65,42.73,21.7,7.21,5.23,12.72,19.51,101.74,37.29,79.39,0.47,6.68,18.01,0.37,23.06,30.33,0.76,11.04,30.57,41.61,22.2,8.66,6,15.33,22.85,104.33,-300
Playoffs,2009-05-06,(2008-09),ORL,BOS,94,112,18,35.72,78.24,0.46,9.96,26.18,0.38,27.48,27.48,0.72,9.99,33.27,43.26,19.43,6.95,5.35,13.93,20.29,101.05,37.5,77.23,0.49,6.56,16.52,0.4,19.35,25.3,0.76,10.6,31.54,42.13,22.71,7.57,4.72,15.61,23.13,100.91,-185
Playoffs,2009-05-06,(2008-09),HOU,LAL,98,111,13,36.09,79.59,0.45,7.57,20.2,0.38,23.21,23.21,0.8,10.51,32.46,42.98,20.27,6.68,4.33,14.12,18.94,98.41,40.33,85.13,0.47,6.67,18.49,0.36,19.6,25.45,0.77,12.38,31.55,43.93,23.27,8.76,5.12,13.45,20.71,106.93,-750
Playoffs,2009-05-07,(2008-09),ATL,CLE,85,105,20,36.05,78.67,0.46,7.28,19.91,0.37,25.43,25.43,0.74,10.61,29.41,40.02,20.21,7.35,4.59,12.78,19.63,98.12,36.85,78.71,0.47,8,20.37,0.39,18.57,24.54,0.76,10.8,31.39,42.2,20.28,7.23,5.3,12.74,20.28,100.28,-1550
